title,release_date,price,item_id,developer,0
Rescue Lucy,2016,2.99,476880,Starodymov,Adventure
Impossible Quest,2016,1.99,485860,Axel Sonic,Adventure
The Highway Code UK Edition - Driving Test Success,2016,3.99,478300,Focus Multimedia,Education
Teaching You Road Signs - Driving Test Success,2016,6.99,478301,Focus Multimedia,Education
So Much Blood,2016,2.99,476450,"Zachary Berenger,Eli Aldinger",Indie
Otherworld: Spring of Shadows Collector's Edition,2016,9.99,466030,Boomzap Entertainment,Adventure
Just Cause™ 3 DLC: Kousavá Rifle,2016,2.49,442050,Avalanche Studios,Action
8-Bit Armies - Guardians Campaign,2016,3.99,482420,Petroglyph,Indie
Tabletop Simulator - Zombicide,2016,9.99,468726,"Berserk Games,Cool Mini or Not",Casual
Sudoku Quest,2016,5.99,436280,Harbinger Beard,Casual
Mystic Destinies: Serendipity of Aeons - Tatsuya Epilogue,2016,1.99,483790,Aeon Dream Studios,Adventure
POPixel,2016,0.99,485560,CGGAMES,Action
Fantasy Mosaics 14: Fourth Color,2016,9.99,487020,Andy Jurko (Match Gems),Casual
Akin,2016,2.99,487370,ThinkOfGames,Casual
Ghost 1.0 - Soundtrack,2016,3.99,488750,@unepic_fran,Action
Ghost 1.0,2016,12.99,463270,@unepic_fran,Action
Rocksmith® 2014 – Good Charlotte - “The River”,2016,2.99,436637,Ubisoft - San Francisco,Casual
Rocksmith® 2014 – Good Charlotte - “Girls &amp; Boys”,2016,2.99,436638,Ubisoft - San Francisco,Casual
Rocksmith® 2014 – Good Charlotte - “I Just Wanna Live”,2016,2.99,436639,Ubisoft - San Francisco,Casual
Death Goat,2016,2.99,340770,Terminal Press,Action
Yellow: The Yellow Artifact,2016,0.99,486820,"7Config,BadDoge",Action
GentleMoon 2,2016,2.99,488890,Vidas Salavejus,Action
TS Marketplace: Torpedopfannenwagen Pack,2016,4.99,295193,Eisenbahnwerk,Simulation
TS Marketplace: BR Blue-Grey Coaches Pack 01,2016,4.99,295197,Matrix Trains,Simulation
UFO Online: Invasion,2016,0,442810,Bad Pixel,Free to Play
UFO Online: Invasion - Adrenaline Kit,2016,1.99,486560,Bad Pixel,Free to Play
UFO Online: Invasion - Mod Kit,2016,9.99,486530,Bad Pixel,Free to Play
Z.I.O.N. - Soundtracks,2016,1.99,487610,VGstudio,Action
Swanky Paint,2016,9.99,432030,Wetgenes,Animation &amp; Modeling
Broken Bots,2016,6.99,366620,Bunnycopter,Action
Space Radiance,2016,1.99,487420,2DHD,Casual
Fantasy Grounds - Deadlands: The Great Northwest Trail Guide,2016,7.99,489010,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Deadlands Reloaded: Grim Prairie Tales,2016,9.99,488930,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Deadlands Reloaded: Don't Drink the Water,2016,4.99,489300,"SmiteWorks USA, LLC",Indie
Celestian Tales: Old North - Alternate Costume Pack,2016,1.99,462611,Ekuator Games,Indie
War Thunder - Panzer Pack,2016,9.99,477821,Gaijin Entertainment,Free to Play
Tick's Tales,2016,7.99,411610,Digital Bounce House,Adventure
Thirty Years' War,2015,29.99,477750,"Ageod,HQ",Simulation
Doodle Kingdom,2016,4.99,431640,JoyBits Ltd.,Action
I Get This Call Every Day,2012,2.0,291090,David S Gallant,Simulation
Dyna Bomb - Soundtrack OST,2016,1.99,485090,7 Raven Studios,Action
Fantasy Grounds - Deadlands Reloaded: The Flood,2016,14.99,489450,"SmiteWorks USA, LLC",Indie
Shmups Skill Test シューティング技能検定,2016,4.99,430290,TRIANGLE SERVICE,Action
RefRain - prism memories - Chronicle Visual Book,2016,9.99,485010,RebRank,Action
EeOneGuy Adventure,2016,0.99,473710,Akakiy Petrushkin,Action
Pick a Hero,2016,0.99,485620,vikingfabian.com,Casual
RPG Maker VX Ace - Egyptian Memories,2016,4.99,462213,"KADOKAWA,JStewart Music",Design &amp; Illustration
RPG Maker VX Ace - Time Fantasy: Monsters,2016,7.99,462081,"KADOKAWA,Despain",Design &amp; Illustration
Just Cause™ 3 DLC: Mech Land Assault,2016,11.99,400490,Avalanche Studios,Action
RPG Maker VX Ace - Skyforge Battlepack,2016,4.99,462210,"KADOKAWA,Michael Rookard",Design &amp; Illustration
RPG Maker VX Ace - Fantasy Historica,2016,4.99,462211,"KADOKAWA,Kairi Sawler",Design &amp; Illustration
RPG Maker VX Ace - Futuristic Characters Pack,2016,9.99,462084,KADOKAWA,Design &amp; Illustration
RPG Maker VX Ace - PVG Sci Fi Tiles,2016,9.99,462083,"KADOKAWA,PV Games",Design &amp; Illustration
Sherlock Holmes: The Devil's Daughter,2016,49.99,350640,Frogwares,Action
Trials of the Blood Dragon,2016,14.99,435480,"Redlynx,Ubisoft Kiev",Racing
Shiver: Vanishing Hitchhiker Collector's Edition,2016,9.99,466060,Artogon Corp.,Adventure
Battle Forever,2016,1.99,489700,Inferno Games,Action
Crazy Otto,2016,3.99,484890,Extend Mode,Action
Gun Done,2016,0.99,488280,AZAMATIKA,Casual
DashBored,2016,4.99,490860,Fading Club,Adventure
Otem's Defiance OST,2016,2.99,488620,HyperBerry Games,Action
Zoom Player - Alba 4K skin,2016,4.99,488640,Inmatrix LTD,Audio Production
Zoom Player - Onyx 4K skin,2016,4.99,404060,Inmatrix LTD,Audio Production
GAIN,2016,4.99,458450,Worldgame entertainement,Action
GemBreak,2016,4.0,491160,Ballista Studios IVS,Action
Forbidden planet OST,2016,0.99,491300,Faton,Indie
OESE,2016,4.99,485600,"Alec Smith,Dane Winn",Indie
CrazyCars3D,2016,2.99,454180,Anea_Duo_Dev,Action
Hover 2030,2016,1.99,488580,Russpuppy,Action
Rocksmith® 2014 – Eagle-Eye Cherry - “Save Tonight”,2016,2.99,436641,Ubisoft - San Francisco,Casual
Megapolis,2010,3.99,485080,Lonely Troops,Casual
Robocraft - High Flyers Bundle,2016,34.99,490330,Freejam,Action
Galactic Civilizations III - Rise of the Terrans DLC,2016,3.99,484860,Stardock Entertainment,Indie
Spa Mania,2016,6.99,466070,Blue Lizard Games Inc.,Casual
BLACKHOLE: Challenge Vault,2016,0,487520,FiolaSoft Studio,Action
Vilmonic,2016,9.99,458330,Bludgeonsoft,Adventure
SWARMRIDERS,2016,0.99,490230,Walter Machado,Action
Fantasy Grounds - Nemezis (Savage Worlds),2016,19.99,491840,"SmiteWorks USA, LLC",Indie
FSX: Steam Edition - Grumman E-2C Hawkeye Add-On,2016,24.99,457087,Virtavia,Simulation
FSX: Steam Edition - Sønderborg Airport Add-On,2016,12.99,457088,Vidan Design,Simulation
Zaccaria Pinball - Blackbelt Table,2016,1.99,478034,Magic Pixel Kft.,Casual
Fantasy Grounds - Weird Wars Rome (Savage Worlds),2016,19.99,491680,"SmiteWorks USA, LLC",Indie
Rider Belt,2016,0.99,467037,TAMSOFT,Action
Ponytail Wig &amp; Blonde Ponytail Wig,2016,0.99,467035,TAMSOFT,Action
Straight Pigtails &amp; Golden Straight Pigtails,2016,1.99,467039,TAMSOFT,Action
Rider Scarf,2016,0.99,467036,TAMSOFT,Action
Zaccaria Pinball - Bronze Membership,2016,9.99,486190,Magic Pixel Kft.,Casual
Zaccaria Pinball - Cine Star Table,2016,1.99,485143,Magic Pixel Kft.,Casual
Zaccaria Pinball - Devil Riders Table,2016,1.99,478031,Magic Pixel Kft.,Casual
Zaccaria Pinball - Circus Table,2016,1.99,478056,Magic Pixel Kft.,Casual
Zaccaria Pinball - Earth Wind Fire Table,2016,1.99,478041,Magic Pixel Kft.,Casual
Zaccaria Pinball - Combat Table,2016,1.99,478057,Magic Pixel Kft.,Casual
Zaccaria Pinball - Clown Table,2016,1.99,478042,Magic Pixel Kft.,Casual
Zaccaria Pinball - Fire Mountain Table,2016,1.99,478045,Magic Pixel Kft.,Casual
Zaccaria Pinball - Farfalla Table,2016,1.99,478033,Magic Pixel Kft.,Casual
Zaccaria Pinball - Locomotion Table,2016,1.99,478030,Magic Pixel Kft.,Casual
Zaccaria Pinball - Hot Wheels Table,2016,1.99,478036,Magic Pixel Kft.,Casual
Zaccaria Pinball - Star God Table,2016,1.99,478039,Magic Pixel Kft.,Casual
Zaccaria Pinball - Soccer Kings Table,2016,1.99,478037,Magic Pixel Kft.,Casual
Zaccaria Pinball - Star's Phoenix Table,2016,1.99,478053,Magic Pixel Kft.,Casual
Zaccaria Pinball - Supersonic Table,2016,1.99,485142,Magic Pixel Kft.,Casual
Zaccaria Pinball - Universe Table,2016,1.99,485141,Magic Pixel Kft.,Casual
Zaccaria Pinball - Strike Table,2016,1.99,478054,Magic Pixel Kft.,Casual
The book of commands : Lost Symbol,2016,9.99,488500,Limpage,Action
NO THING - Soundtrack,2016,0.99,459490,Evil Indie Games,Action
Train Simulator: DB BR 440 ‘Coradia Continental’ Loco Add-On,2016,19.99,376956,Dovetail Games,Simulation
Twisted Worlds,2016,0,464800,Absolutist Ltd.,Adventure
Mahjong Destiny,2016,2.99,491580,EnsenaSoft,Casual
12 Labours of Hercules V: Kids of Hellas (Platinum Edition),2016,2.99,491330,"Jetdogs Studios,Zoom Out Games",Casual
Cursed,2016,4.99,431260,Jetdogs Studios,Adventure
MAZE LORD,2016,4.99,450190,Jetdogs Studios,Indie
Hide and Secret Treasure of the Ages,2007,2.99,489470,Anarchy Enterprises,Adventure
Affairs of the Court: Choice of Romance - Death to the Princess,2013,0.99,492392,Choice of Games,Adventure
Run The Gamut,2016,3.99,489730,Playdev Gaming,Action
Hadean Lands,2014,11.99,376240,Zarfhome Software,Adventure
Hadean Lands - Solo Adventurer Pledge Certificate,2016,34.99,477260,Zarfhome Software,Adventure
Affairs of the Court: Choice of Romance - A Life Mage Child,2013,0.99,492391,Choice of Games,Adventure
Offworld Trading Company - Scenario Toolkit DLC,2016,2.99,487300,Mohawk Games,Indie
Smash Pixel Racing,2016,2.99,455990,Jollyfish Games,Action
XSplit Premium,2016,9.99,450530,SplitmediaLabs,Utilities
Farnham Fables,2016,0.99,463110,Ethrea Dreams,Adventure
Witches' Legacy: The Ties That Bind Collector's Edition,2016,9.99,466100,EleFun Games,Adventure
Robot Arena III,2016,19.99,363530,Gabriel Interactive,Simulation
Alien Attack: In Space,2016,1.99,391310,"Deadly Silence Games (Alien Jellyfish),Nova Dimension",Action
PAC-MAN 256,2016,4.99,455400,"BANDAI NAMCO Studios Vancouver,Hipster Whale,3 Sprockets",Action
Father´s Island,2016,4.99,460940,Homegrown Games,Adventure
Flight 787 - Advanced,2016,7.99,490380,idris Celik,Simulation
Time of Dragons - Atlan Dragon Pack,2016,24.99,492260,4 I Lab,Action
My Little Kitties,2016,9.99,407320,COSEN,Casual
Time of Dragons - Neil Dragon Pack,2016,24.99,492250,4 I Lab,Action
Card of spirits-卡灵,2016,1.99,486850,RMking,Casual
Fairyland: Incursion,2016,2.99,493760,Naarassusi Game,Adventure
Zombie Pinball,2016,4.99,458510,Shine Research,Casual
ChuSingura46+1 S,2016,0,464780,"インレ,Inre",Adventure
Coffee for Coding,2016,6.99,493950,MuHa Games,Indie
X-Plane 10 AddOn - Aerosoft - Airport Frankfurt-Hahn,2016,15.99,325134,Aerosoft GmbH,Simulation
X-Plane 10 AddOn - Aerosoft - Airport Weeze,2016,15.99,325133,Aerosoft GmbH,Simulation
Captain Content Pack,2016,19.99,492330,"ZiMAD, Inc.",Casual
prog.1,2016,4.99,453700,Vector Arcade,Indie
Train Valley - Original Soundtrack,2016,0.99,492480,"Alexander Ahura,Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy",Casual
Ultimate Chicken Horse Soundtrack,2016,9.99,493070,Clever Endeavour Games,Action
Affairs of the Court: Choice of Romance,2013,5.99,492370,Choice of Games,Adventure
WildStar: Captain's Pack,2016,9.99,479060,Carbine Studios,Massively Multiplayer
WildStar: Cute &amp; Cuddly Pack,2016,34.99,479061,Carbine Studios,Massively Multiplayer
Guardians of Orion (ELITE EDITION),2016,49.99,493610,"Trek Industries, Inc",Action
Dungeon of gain,2016,4.99,340030,Defroids team,Indie
Icewind Dale: Enhanced Edition Official Soundtrack,2016,9.99,467600,Beamdog,Adventure
Baldur's Gate II: Enhanced Edition Official Soundtrack,2016,9.99,467620,Beamdog,RPG
DC Universe Online™ - Power Bundle (2016),2016,34.99,494392,Daybreak Game Company,Action
simian.interface++,2016,1.99,467780,vested interest,Casual
DC Universe Online™ - Episode Pack III,2016,39.99,494390,Daybreak Game Company,Action
Ace of Protectors,2016,1.99,398150,xPathfinder,Action
Natural Selection 2 - Skull 'n' Crossfire Rifle,2016,1.99,494080,Unknown Worlds Entertainment,Action
LEGO® STAR WARS™: The Force Awakens,2016,29.99,438640,"Traveller's Tales,TT Games,Feral Interactive (Mac)",Action
Natural Selection 2 - Tundra Pack,2016,4.99,441480,Unknown Worlds Entertainment,Action
LEGO® Star Wars™: The Force Awakens - Season Pass,2016,9.99,439241,"Traveller's Tales,TT Games,Feral Interactive (Mac)",Action
Chicken Assassin - Master of Humiliation,2016,3.99,489610,Oneshark,Action
Tom Clancy's The Division™ - Underground,2016,14.99,494630,Massive Entertainment,Action
Tom Clancy's The Division™ - Upper East Side Outfit Pack,2016,4.99,468460,Massive Entertainment,Action
Ultimate Level 80 Bundle,2016,99.99,489750,Funcom,Action
HardCube,2016,1.99,493730,LEVER Software,Adventure
7 Mages Soundtrack,2016,1.99,497540,"Napoleon Games, s.r.o.",RPG
Fishing Planet: Happy 4-th of July Pack!,2016,9.99,423369,Fishing Planet LLC,Free to Play
Legends of Callasia - Full Game,2016,14.99,492640,Boomzap Entertainment,Strategy
神明的一天世界(God's One Day World),2016,9.99,490390,灰烬天国,Adventure
Cthulhu Realms,2016,4.99,485000,White Wizard Games,Strategy
Earth Space Colonies,2016,9.99,437870,Persona and Pixel studio,Indie
Vinyl,2016,0,369030,Manipulation Machine,Action
Tomoyo After ~It's a Wonderful Life~ English Edition,2016,19.99,462990,VisualArts/Key,Adventure
RC Racing Off Road 2.0,2016,12.99,496360,magnussoft,Racing
Alchemist Penguin,2015,1.99,491390,"Foot in the Box, LLC",Action
Pinball Arcade: Season Six Pack,2016,29.99,493300,FarSight Studios,Free to Play
Pinball Arcade: Season Six Pro Pack,2016,39.99,493301,FarSight Studios,Free to Play
Sonicomi,2016,34.99,444140,Nitroplus,Adventure
Planet Driller,2016,1.99,492170,Oryzhon Studios,Action
ESEA Premium,2016,8.99,497340,ESEA,Utilities
The Temporal Invasion,2016,4.99,454220,Hybriona Labs,Adventure
Crusaders of the Lost Idols - Elite Starter Pack,2016,19.99,492891,Codename Entertainment Inc.,Casual
Crusaders of the Lost Idols - Legendary Starter Pack,2016,29.99,492892,Codename Entertainment Inc.,Casual
Craft The World - Sisters in Arms,2016,2.99,492680,Dekovir Entertainment,Indie
Crusaders of the Lost Idols - Epic Starter Pack,2016,9.99,492890,Codename Entertainment Inc.,Casual
Cricket Captain 2016,2016,12.99,462700,Childish Things,Simulation
The Room Two,2016,4.99,425580,Fireproof Games,Adventure
TS Marketplace: LMS P3 Coaches Pack 02,2016,4.99,295201,Matrix Trains,Simulation
Furi,2016,19.99,423230,The Game Bakers,Action
TS Marketplace: LMS P3 Coaches Pack 01,2016,4.99,295200,Matrix Trains,Simulation
Rocksmith® 2014 – Panic! At The Disco - “Nine in the Afternoon”,2016,2.99,436656,Ubisoft - San Francisco,Casual
Rocksmith® 2014 – Against Me! - “Thrash Unreal”,2016,2.99,436657,Ubisoft - San Francisco,Casual
Rocksmith® 2014 – Between The Buried And Me  - “Selkies: the Endless Obsession”,2016,2.99,436658,Ubisoft - San Francisco,Casual
Rocksmith® 2014 – 2000s Mix Song Pack,2016,7.99,436659,Ubisoft - San Francisco,Casual
Fantasy Grounds - Trail of the apprentice: The King's Curse,2016,9.99,490480,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - 5E: Primeval Thule: Red Chains,2016,2.99,495330,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - D&amp;D Tokens Volume 1,2016,14.99,498890,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - D&amp;D Tokens Volume 2,2016,14.99,498900,"SmiteWorks USA, LLC",Indie
Fasaria World Online - ELITE Sponsorship,2016,9.99,495790,NSE Circuit,Adventure
RWBY: Grimm Eclipse,2016,19.99,418340,Rooster Teeth Games,Action
Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,2016,13.99,496030,Eipix Entertainment,Adventure
Fishing Planet: Virtual Bass Open Pack,2016,19.99,496430,Fishing Planet LLC,Free to Play
Conan the mighty pig,2016,0.99,487700,Mihai Morosanu,Action
Furi Original Soundtrack,2016,14.99,497690,The Game Bakers,Action
Crazy Pixel Streaker - Official OST,2016,1.99,492620,Lubiterum,Action
Zezenia Online,2008,0,497860,Saucer Software,Action
Ridge,2016,7.99,492600,Yakovlev Vladislav,Adventure
Shape Shifter,2016,0.99,497050,PRORTUS,Casual
Deep Space Dash,2016,0.99,493650,Delusional Games,Action
Tumbleweed Express Soundtrack,2016,1.99,488560,"The Dirigiballers, LLC",Action
Goblins and Grottos,2016,12.99,389190,"Psychic Software,Goblin Portal",Action
Boid,2016,0,314010,Mokus,Action
Radical Spectrum: Volume 1,2016,0.99,486150,Autonomic Interactive,Action
Mind Spheres,2016,0.99,498660,Microblast Games,Casual
Fossil Echo,2016,9.99,466350,Awaceb,Action
Fly O'Clock,2016,0.99,490820,Digital Melody,Action
Mind Spheres (Soundtrack),2016,0.99,499360,Microblast Games,Casual
Fantasy Grounds - Tome of Horrors 4 - PFRPG,2016,14.99,473600,"SmiteWorks USA, LLC",Indie
Fossil Echo - Special Edition Content Pack,2016,7.99,466360,Awaceb,Action
Rise,2016,1.99,497060,New State,Action
Pigmentone,2016,1.99,496530,Sliverbroom Studios,Casual
"Fly, Glowfly!",2016,4.99,415530,Black Snowflake Games,Casual
Umineko When They Cry - Question Arcs,2016,24.99,406550,07th Expansion,Adventure
Replica,2016,2.99,496890,Somi,Adventure
FortressCraft Evolved: Frozen Factory Expansion,2016,14.99,443691,ProjectorGames,Adventure
Tomato Jones,2016,1.99,499460,HA Studio Ltd.,Action
WARZONE,2016,2.99,494290,"NFA,Claw Games",Action
Super Mutant Alien Assault,2015,9.99,368680,Cybernate,Action
TANE DLC: The Flying Scotsman 1920s,2016,7.99,500540,N3V Games,Simulation
WarFire,2016,15.99,470890,D&amp;K Games Studio,Action
Firefight,2016,9.99,500190,Sean O'Connor,Strategy
Break Through: Artificial Maze,2016,0.99,454480,SUN MONKEY Games,Adventure
Song of the Deep - Soundtrack,2016,9.99,475210,Insomniac Games,Adventure
Rocksmith - Rock Singles Song Pack,2016,7.99,294600,Ubisoft - San Francisco,Casual
Rocksmith® 2014 – Flyleaf  - “Missing”,2016,2.99,436663,Ubisoft - San Francisco,Casual
Disgraced Revolutionary's Edition DLC,2016,1.99,488320,Corrosive Studios LLC,Action
VIDEOBALL,2016,9.99,277390,"Action Button Entertainment, LLC",Action
HardCube Soundtrack,2016,0.99,500780,LEVER Software,Adventure
Hiiro,2016,2.99,464960,"Jon Tiburzi,Ben Harvey,Philip Gibbons,Marc Cuva",Adventure
Hiiro - Collector's Edition Content,2016,0.99,468040,"Jon Tiburzi,Ben Harvey,Philip Gibbons,Marc Cuva",Adventure
Tank Battle: North Africa,2016,9.99,465750,HexWar Games,Strategy
Galacide Original Soundtrack,2016,2.99,500910,"Tom Stoffel,Puny Human",Action
Devilian - Ultimate Hellraiser Pack,2016,99.99,498223,Bluehole Ginno Games,Action
Devilian - Devil Pack,2016,4.99,498220,Bluehole Ginno Games,Action
Devilian - Soldiers' Fortune Pack,2016,19.99,498221,Bluehole Ginno Games,Action
Devilian - Complete Pack,2016,49.99,498222,Bluehole Ginno Games,Action
Toys of War,2016,14.99,437340,2Bit Studios,Action
UNDER NIGHT IN-BIRTH Exe:Late,2016,29.99,452510,FRENCH-BREAD,Action
Muv-Luv,2016,34.99,449830,ixtl,Adventure
klocki,2016,0.99,499440,"Maciej Targoni,Wojciech Wasiak",Casual
Tank Blast,2016,4.99,461720,PowPow,Action
Pure Hold'em - Steampunk Card Deck,2016,1.99,438904,VooFoo Studios,Casual
Iron Commando - Koutetsu no Senshi,1995,4.99,418640,Arcade Zone,Action
Puzzle Box - Level Pack DLC #1,2016,3.99,500860,BplusGames,Action
Alteric,2016,3.99,492430,goonswarm,Adventure
Gravity Cat,2016,2.99,491000,Quiet River,Indie
The Sunset,2016,1.99,499960,TheBlavas,Action
Alteric - Original Soundtrack,2016,0.99,500160,Audio Insurgency,Adventure
Punch! ViaCAD 2D/3D v9 + 3D Printing PowerPack LT,2016,99.99,275030,Evolution Software,Animation &amp; Modeling
SpellKnights,2016,0,444620,Mechanical Boss,Action
SpellKnights - Season Pass,2016,14.99,494074,Mechanical Boss,Action
The Agency: Chapter 1,2016,2.99,492280,Sapphire Dragon Productions,Adventure
Pixeloids,2016,3.99,499390,Kelint,Indie
Rabbit Island,2016,1.99,490300,Serhii Vitukhin,Indie
Duckie Dash,2016,9.99,491110,Blue Mana,Action
RoShamBo,2016,0,393930,Blam! Games LLC,Action
FSX Steam Edition: Herning Airport Add-On,2016,6.99,471896,Vidan Design,Simulation
FSX Steam Edition: Endelave Airport Add-On,2016,6.99,471895,Vidan Design,Simulation
Soviet Monsters: Ekranoplans,2016,14.99,372160,santasco.com,Simulation
Quell Zen,2016,6.99,490100,Fallen Tree Games Ltd,Indie
Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,2016,4.99,496980,"Mindware Co.,Ltd.",Action
Fantasy Grounds - A05: Winter Flower (PFRPG),2016,5.99,501290,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - A06: Bear Trouble (PFRPG),2016,5.99,501820,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Primeval Thule: Gamemaster's Companion (5E),2016,6.99,501730,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Primeval Thule: Secret of the Moon-Door (5E),2016,2.99,501230,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Deadlands: South 'o The Border Trail Guide,2016,7.99,488970,"SmiteWorks USA, LLC",Indie
Aerofly FS 2 - Switzerland,2016,14.99,500620,IPACS,Indie
Tales of Destruction,2016,1.99,486480,Tero Lunkka,Action
Infinium Strike,2016,9.99,374050,Codex Worlds,Action
Crime Secrets: Crimson Lily,2016,9.99,465170,One More Level,Adventure
3DMark Time Spy upgrade,2016,9.99,496101,Futuremark,Utilities
Push Me Pull You,2016,14.99,362380,House House,Action
Push Me Pull You OST,2016,3.99,488630,House House,Action
Assetto Corsa - Red Pack,2016,9.99,493190,Kunos Simulazioni,Indie
Strike.is: The Game,2016,0,502550,Freakinware Limited,Action
Memory Oblivion Box - Original Soundtrack,2016,2.99,500850,DreaMory,Adventure
WALLSLIDE,2016,1.99,493280,Red Matter Studio,Action
Homefront®: The Revolution - The Combat Stimulant Pack,2016,2.99,378521,Dambuster Studios,Action
Homefront®: The Revolution - The Guerrilla Care Package,2016,4.99,455350,Dambuster Studios,Action
Jockey Rush,2016,19.99,500680,Strategic Designs Ltd.,Action
Turner,2016,2.99,499340,Bean Boy Games,Action
Euro Truck Simulator 2 - Austrian Paint Jobs Pack,2016,0.99,461243,SCS Software,Indie
Bird of Light,2016,4.99,447010,Roach Interactive,Action
Euro Truck Simulator 2 - Swiss Paint Jobs Pack,2016,0.99,461246,SCS Software,Indie
Adventure Lamp,2016,9.99,425900,Ryan Davis,Indie
MechRunner,2016,7.99,288100,Spark Plug Games,Action
Adventure Apes and the Mayan Mystery,2012,2.99,461830,ScaryPotato,Adventure
e-River Cabin Journal,2016,9.99,485820,Wilderness Journal Games,Indie
RimWorld,2016,29.99,294100,Ludeon Studios,Indie
Rocket League® - Aftershock,2015,1.99,457195,"Psyonix, Inc.",Action
Rocket League® - Marauder,2015,1.99,457198,"Psyonix, Inc.",Action
Rocket League® - Esper,2015,1.99,457196,"Psyonix, Inc.",Action
Rocket League® - Masamune,2015,1.99,457197,"Psyonix, Inc.",Action
Car Mechanic Simulator 2015 - Maserati,2016,5.99,434901,Red Dot Games,Indie
Quadrant - Official Soundtrack,2016,3.99,500770,HKFiftyOne Games,Indie
Army of Tentacles: San Diego Comic Con 2016 Quest &amp; Item Pack,2016,1.99,498730,Stegalosaurus Game Development,Adventure
The Agency of Anomalies: Mystic Hospital Collector's Edition,2016,9.99,503060,Orneon Limited,Adventure
The Ember Saga: A New Fire,2016,6.99,498700,Forthright Casual Games,Action
Virtual Battlemap DLC - Interior Pack,2016,14.99,497521,Dragom,Design &amp; Illustration
Sting Shot,2016,0.99,473441,SANDLOT,Action
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2016,49.99,410320,SANDLOT,Action
BM03 Vegalta Gold,2016,1.99,464204,SANDLOT,Action
Trainz Route: Settle and Carlisle,2016,29.99,462140,N3V Games,Simulation
Blood Storm,2016,0.99,464201,SANDLOT,Action
Grind Zones,2016,4.99,327680,Odnako Games,Action
TS Marketplace: Collet Coaches Pack 02,2016,4.99,295203,Matrix Trains,Simulation
I am Setsuna,2016,39.99,441830,Tokyo RPG Factory,RPG
Hunter's Legacy Official Soundtrack,2016,0.99,480600,Lienzo,Action
Rocksmith® 2014 – Jefferson Airplane  - “White Rabbit”,2016,2.99,436665,Ubisoft - San Francisco,Casual
Rocksmith® 2014 – Shocking Blue - “Venus”,2016,2.99,436667,Ubisoft - San Francisco,Casual
I am Setsuna Official Soundtrack Collection: Winter's End,2016,14.99,501040,Tokyo RPG Factory,RPG
Rocksmith® 2014 – 60s Mix Song Pack,2016,7.99,436668,Ubisoft - San Francisco,Casual
Rocksmith® 2014 – The Doors  - “Love Me Two Times”,2016,2.99,436666,Ubisoft - San Francisco,Casual
Bombslinger,2016,11.99,475960,Mode4,Action
The Political Machine 2016 - Campaign DLC,2016,3.99,495380,Stardock Entertainment,Indie
Fairy Maids,2016,6.99,503090,Spark Plug Games,Casual
Empty Horizons,2016,2.99,496630,ebi-hime,Indie
"WarBirds Dawn of Aces, World War I Air Combat",2016,14.99,498940,iEntertainment Network Inc,Action
Web Designer 12 Premium,2016,99.99,485150,MAGIX Software GmbH,Web Publishing
Mahjong Deluxe 2: Astral Planes,2016,2.99,500570,EnsenaSoft,Casual
Ian's Eyes,2016,9.99,452340,Sindie Games,Adventure
Clock Simulator,2016,0.99,501120,Kool2Play,Indie
House of Snark 6-in-1 Bundle,2016,11.99,486810,Alawar Entertainment,Adventure
Anno 2205™ - Orbit,2016,11.99,500370,Blue Byte,Simulation
Super Button Soccer,2016,6.99,425300,Smyowl Game Studio,Sports
Virtual Battlemap,2016,29.99,496490,Dragom,Design &amp; Illustration
Fantasy Grounds - 5E: Heroes of High Fantasy: Greenskin Diplomacy,2016,2.99,502630,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Heroes of High Fantasy: Creaking in the Dark (5E),2016,2.99,504220,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - A07: Alchemist's Errand (PFRPG),2016,5.99,502930,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - A08: Search For The Tri-Stone (PFRPG),2016,5.99,504870,"SmiteWorks USA, LLC",Indie
Fantasy Grounds - Daring Tales of Adventure #01 - To End All Wars &amp; Chaos on Crete (Savage Worlds),2016,6.99,504170,"SmiteWorks USA, LLC",Indie
RoShamBo: Starter Fighter Pack,2016,4.99,504350,Blam! Games LLC,Action
FREE Hospital Theme Pack,2016,0,438831,Stolen Couch Games,Adventure
Blue Solar: Chaos War,2016,3.99,501430,Solar Sails Games,Adventure
The Land of Eyas,2016,9.99,299800,Happy Square Productions,Action
Lord Mayor,2016,1.99,499330,John McCann,Casual
Kelvin and the Infamous Machine,2016,14.99,376520,Blyts,Adventure
Order of Battle: Winter War,2016,14.99,458860,The Artistocrats,Simulation
